uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
1392518336	0.000289211313063	0.00286080156935	0.0175367979025	0.0137514907801	0.00254543830661	0.7	0.125	0.666666666667	0.952095808383
361208576	0.00015253254468	0.00196509822085	0.00711208537766	0.00218074370814	0.000625195373554	0.5	0.25	0.416666666667	0.77245508982
1535215357	0.000569775111781	0.00828610740266	0.170477003804	0.16909077704	0.00151833162149	0.7	0.25	0.666666666667	0.341317365269
4396196375	0.000300501123456	0.00338528185707	0.034060950889	0.0526168924498	0.00171928727727	0.9	0.0	0.833333333333	0.874251497006
17938477	8.02297164144e-05	0.00171307522546	0.00499613798805	0.015528959359	0.00125039074711	0.2	0.25	1.0	0.239520958084
720288026681716737	1.65744024928e-05	0.00023840013078	0.0088091948521	7.07164918504e-05	0.00198722815165	1.0	0.125	0.75	0.51497005988
174004739	8.88772307584e-05	0.00641636923412	0.0512197067772	0.254529677991	0.000625195373554	0.4	0.125	0.75	0.0
53783678	0.000183759679811	0.00372585347247	0.0360898670235	0.134865906241	0.00120573393471	0.3	0.25	0.5	0.724550898204
257662370	0.000185921558397	0.00475097403482	0.0176347080645	0.0181856059448	0.000669852185951	0.5	0.25	0.916666666667	0.526946107784
4795355113	6.96605322161e-05	0.00138612647468	0.000702596069814	0.000796993975719	0.000178627249587	1.0	0.25	0.916666666667	0.958083832335
1633971270	2.71435866911e-05	0.000200937253086	0.00696431355911	0.0113796214183	4.46568123967e-05	0.7	0.125	0.833333333333	0.479041916168
2803810119	1.39321064432e-05	0.0011102634662	0.00357553406367	0.0156971499343	6.69852185951e-05	0.8	0.0	0.583333333333	0.0
2244770588	0.0113858938864	0.0825647767212	0.0113412604302	0.00379766673802	0.00533648908141	0.7	0.0	0.916666666667	0.766467065868
102071251	8.35926386593e-05	0.00267348718088	0.00516929392268	0.00136081465399	0.000513553342562	0.4	0.125	0.25	0.622754491018
3358825450	8.26318037322e-05	0.000456365964635	0.00412582543706	0.0205498302804	0.0	0.9	0.0	0.75	0.11377245509
555940842	0.000103770172129	0.00142358935237	0.0385004514746	0.0237129598483	0.000111642030992	0.6	0.0	0.75	0.353293413174
2469354073	2.08981596648e-05	0.00015325722693	0.000133266609371	3.4402617657e-05	0.00026794087438	0.8	0.125	1.0	0.0
360464656	9.48824490529e-05	0.00281652725935	0.0744117231101	0.0253126815694	0.000334926092975	0.5	0.125	0.75	0.880239520958
77243076	2.16187858602e-05	0.000643680353105	0.0112197793032	7.64502614599e-06	0.000223284061984	0.3	0.25	0.75	0.305389221557
1731752761	3.84333970847e-06	0.000143040078468	4.26090519758e-05	0.000120409161799	0.0	0.7	0.0	0.666666666667	0.215568862275
2330149164	0.000104971215788	0.00161430945699	0.0233506670583	0.00279999082597	0.00026794087438	0.8	0.0	0.666666666667	0.14371257485
2830586398	4.10756931343e-05	0.00135547502929	0.00108335781087	0.0013512583713	6.69852185951e-05	0.8	0.25	1.0	0.497005988024
443273019	5.30861297233e-05	0.000575566030025	0.00977923071623	0.00499220207333	2.23284061984e-05	0.5	0.125	0.666666666667	0.874251497006
2591381383	0.00142659965804	0.00604514617334	0.00301436378339	0.000345937433106	0.00810521145001	0.8	0.25	1.0	0.934131736527
1093716612	3.69921446941e-05	0.000837806173882	0.00272244644858	0.00152709397266	0.000156298843389	0.7	0.125	1.0	0.437125748503
36620392	0.000128751880234	0.00424011661172	0.029175415121	0.0098659062414	0.000669852185951	0.3	0.125	0.833333333333	0.179640718563
3437626995	4.08354844025e-06	0.000146445794622	6.07405634549e-05	2.48463349745e-05	0.0	0.9	0.0	1.0	0.131736526946
387962514	0.000128992088966	0.0129008527913	0.0012356625073	0.00570510076144	0.000200955655785	0.5	0.125	1.0	0.706586826347
2938363689	1.6334193761e-05	0.000476800261559	0.000412491886149	1.1467539219e-05	6.69852185951e-05	0.8	0.0	0.666666666667	0.958083832335
20930398	0.000252219168369	0.00514603710868	0.0716203769179	0.000902113085227	0.00325994730496	0.3	0.125	0.166666666667	0.844311377246
143697407	0.000114579565059	0.00015325722693	0.0214940002829	0.0118899269136	0.00013397043719	0.4	0.125	0.583333333333	0.0
2291500309	1.2010436589e-06	0.000105577200774	7.25260459162e-06	1.9112565365e-06	0.0	0.8	0.125	0.75	0.137724550898
352663209	4.87623725513e-05	0.000534697436177	0.00950725804405	0.00425254579371	4.46568123967e-05	0.5	0.0	0.5	0.215568862275
14616266	0.000625503537554	0.0109970574612	0.0835781087383	0.0206148130027	0.00922163175992	0.2	0.0	0.75	0.952095808383
2277153890	0.000184240097275	0.00320818461706	0.00538868521158	0.00732775756093	0.00176394408967	0.8	0.125	0.666666666667	0.604790419162
455246957	8.57545172453e-05	0.00155981799853	0.0080503910967	0.0219010886517	0.000647523779753	0.6	0.0	0.25	0.910179640719
1400974436	0.000111456851546	0.00291188731166	0.00335342304805	0.00696270756246	0.000178627249587	0.7	0.125	1.0	0.455089820359
449119247	0.000157336719316	0.00100468626543	0.0374297857218	0.0728398978625	0.000848479435538	0.5	0.125	0.916666666667	0.730538922156
330816423	6.00521829449e-05	0.0020434296924	0.00814648810754	0.00508585364362	6.69852185951e-05	0.5	0.125	0.5	0.766467065868
29204608	9.34411966623e-05	0.00411069939787	0.0087638660734	0.00995382404208	0.000178627249587	0.3	0.125	0.833333333333	0.0
2733660094	3.12271351313e-05	0.00113410347928	0.000928333387728	0.00772338766399	4.46568123967e-05	0.8	0.125	0.916666666667	0.604790419162
4756963587	1.56135675657e-05	0.000139634362314	0.002513027491	0.00883000519862	0.00013397043719	1.0	0.125	0.833333333333	0.0
22045364	7.68667941695e-05	0.000786720431572	0.00181496429905	0.0026394452769	0.000379582905372	0.3	0.125	0.666666666667	0.724550898204
4136625193	8.7195769636e-05	0.0030719559709	0.000149584969702	0.000166279318675	4.46568123967e-05	0.9	0.125	0.916666666667	0.88622754491
372046661	5.66892607e-05	0.00498256273329	0.0107655849407	0.0170847221797	0.000379582905372	0.5	0.0	0.666666666667	0.934131736527
849310634	0.000120824992085	0.00133163501621	0.0108897857943	0.00216927616892	4.46568123967e-05	0.6	0.0	0.916666666667	0.461077844311
24036997	0.000448950119696	0.00620180911642	0.0582429477486	0.000120409161799	0.00116107712232	0.3	0.125	0.416666666667	0.22754491018
1141088486	5.14046686008e-05	0.000922949077732	0.00581568230691	0.000812284028011	0.0	0.7	0.0	0.666666666667	0.0
3014684283	0.00406241007186	0.020699942784	0.0391649713703	0.0296244763157	0.00111642030992	0.9	0.25	0.833333333333	0.359281437126
3293949957	0.000111216642814	0.00094678909081	0.0188712771474	0.0339668511666	0.00026794087438	0.9	0.0	0.833333333333	0.712574850299
727272715665690624	1.29712715161e-05	0.000194125820778	0.00113775234531	0.000821840310694	2.23284061984e-05	1.0	0.0	0.583333333333	0.706586826347
2752545437	8.47936823182e-05	0.000609623191565	0.0373817372164	0.0852917341977	0.000357254499174	0.8	0.0	0.666666666667	0.0658682634731
14368656	0.000212104310161	0.00111707489851	0.0294972494497	0.0373287514143	0.000580538561158	0.2	0.125	0.25	0.0718562874251
20405419	0.000166464651123	0.00509154565022	0.0588875229817	0.00275412066909	0.000178627249587	0.3	0.125	1.0	0.706586826347
2682726528	4.39581979157e-05	0.000830994741574	0.00554189648357	0.014848552032	4.46568123967e-05	0.8	0.0	0.416666666667	0.796407185629
717841856785088512	8.67153521724e-05	0.00341593330245	0.00454647650337	0.0139559952295	8.93136247935e-05	1.0	0.0	0.833333333333	0.251497005988
2889092479	1.22506453208e-05	0.00011920006539	0.00311318052095	0.0026604690988	0.0	0.8	0.0	0.583333333333	0.269461077844
3182191980	3.53106835716e-05	0.00303449309321	0.052584103016	3.0580104584e-05	0.000669852185951	0.9	0.25	1.0	0.419161676647
2582869146	5.76500956271e-05	0.00361005912323	0.00254838393838	0.000397541359591	2.23284061984e-05	0.8	0.125	0.583333333333	0.0419161676647
3092469172	3.77127708894e-05	0.000602811759257	0.012584175542	0.00668557536467	0.000357254499174	0.9	0.25	0.5	0.616766467066
2826839454	4.32375717203e-06	0.0014065607716	0.000802319382948	0.00148886884193	0.000401911311571	0.8	0.0	1.0	0.670658682635
2660374267	9.12793180762e-06	0.00018731438847	0.00386291852061	0.000374606281153	0.000245612468182	0.8	0.125	0.5	0.0
